"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8392","should login with valid credentials","","Thu Nov 07 14:46:08 BRT 2024","passed","Thu Nov 07 14:46:16 BRT 2024","","My Login application","",""
